7.14177,6.79049,6.5446,6.73766,7.22208,7.68923
7.23804,6.82691,6.42502,6.7199,7.26385,7.63225
7.62319,6.85456,6.30299,6.88761,7.27414,7.53666
7.91497,6.69869,6.53651,6.80343,7.28608,7.52064
7.91359,6.72914,6.49854,6.94721,7.27152,7.5992
7.83598,6.8695,6.54246,6.89463,7.30341,7.57484
7.82535,6.83666,6.52824,6.92623,7.27951,7.60962
7.93202,6.84042,6.52613,6.99925,7.286,7.61821
7.94522,6.84281,6.5534,6.95361,7.312,7.60249
7.95395,6.82767,6.5502,6.95569,7.32386,7.61746
7.96657,6.86272,6.57027,6.95649,7.32554,7.65096
7.97086,6.89014,6.58514,6.99015,7.34969,7.61916
8.02088,6.91013,6.57004,6.95722,7.3125,7.63252
8.00674,6.93235,6.60898,6.99381,7.40139,7.60986
8.04927,6.90323,6.63131,7.04044,7.33735,7.7515
8.04156,6.93135,6.61341,6.96195,7.28481,7.36365
8.08237,6.95659,6.65834,6.99998,7.53589,7.64149
8.0376,6.95363,6.66217,7.02383,7.35921,7.93884
8.08801,6.98976,6.69356,6.99638,7.50744,8.09791
8.06784,6.94236,6.6043,6.78132,6.82957,6.86881
